sequence_id,step,temperature,humidity,flame_signal,label,scenario,source
10000,65,21.5,43.6,0,1,carton_1,sensor_log
10000,66,21.5,43.6,0,1,carton_1,sensor_log
10000,67,21.5,43.6,0,1,carton_1,sensor_log
10000,68,21.5,43.6,0,1,carton_1,sensor_log
10000,69,21.5,43.6,0,1,carton_1,sensor_log
10000,70,21.5,43.6,0,1,carton_1,sensor_log
10000,71,21.5,43.6,0,1,carton_1,sensor_log
10000,72,21.5,43.6,0,1,carton_1,sensor_log
10000,73,21.5,43.6,0,1,carton_1,sensor_log
10000,74,21.5,43.6,0,1,carton_1,sensor_log
10000,75,21.5,43.6,0,1,carton_1,sensor_log
10000,76,21.5,43.6,0,1,carton_1,sensor_log
10000,77,21.5,43.6,0,1,carton_1,sensor_log
10000,78,21.5,43.6,0,1,carton_1,sensor_log
10000,79,21.5,43.6,0,1,carton_1,sensor_log
10000,80,21.5,43.6,0,1,carton_1,sensor_log
10000,81,21.5,43.6,0,1,carton_1,sensor_log
10000,82,21.5,43.6,0,1,carton_1,sensor_log
10000,83,21.5,43.6,0,1,carton_1,sensor_log
10000,84,21.5,43.6,0,1,carton_1,sensor_log
10000,85,21.5,43.6,0,1,carton_1,sensor_log
10000,86,21.5,43.6,0,1,carton_1,sensor_log
10000,87,21.5,43.6,0,1,carton_1,sensor_log
10000,88,21.5,43.7,0,1,carton_1,sensor_log
10000,89,21.5,43.7,0,1,carton_1,sensor_log
10000,90,21.5,43.7,0,1,carton_1,sensor_log
10000,91,21.5,43.7,0,1,carton_1,sensor_log
10000,92,21.4,43.7,0,1,carton_1,sensor_log
10000,93,21.4,43.7,0,1,carton_1,sensor_log
10000,94,21.5,43.8,0,1,carton_1,sensor_log
10000,95,21.5,43.8,0,1,carton_1,sensor_log
10000,96,21.5,43.8,0,1,carton_1,sensor_log
10000,97,21.5,43.8,0,1,carton_1,sensor_log
10000,98,21.5,43.8,0,1,carton_1,sensor_log
10000,99,21.5,43.8,0,1,carton_1,sensor_log
10000,100,21.5,43.8,0,1,carton_1,sensor_log
10000,101,21.5,43.8,0,1,carton_1,sensor_log
10000,102,21.5,43.8,0,1,carton_1,sensor_log
10000,103,21.5,43.9,0,1,carton_1,sensor_log
10000,104,21.5,43.9,0,1,carton_1,sensor_log
10000,105,21.5,43.9,0,1,carton_1,sensor_log
10000,106,21.5,43.9,0,1,carton_1,sensor_log
10000,107,21.5,43.8,0,1,carton_1,sensor_log
10000,108,21.5,43.8,0,1,carton_1,sensor_log
10000,109,21.5,43.9,0,1,carton_1,sensor_log
10000,110,21.5,43.9,0,1,carton_1,sensor_log
10000,111,21.5,43.9,0,1,carton_1,sensor_log
10000,112,21.5,43.9,0,1,carton_1,sensor_log
10000,113,21.5,43.9,0,1,carton_1,sensor_log
10000,114,21.5,43.9,0,1,carton_1,sensor_log
10000,115,21.5,43.9,0,1,carton_1,sensor_log
10000,116,21.5,43.9,0,1,carton_1,sensor_log
10000,117,21.5,43.9,0,1,carton_1,sensor_log
10000,118,21.5,43.9,0,1,carton_1,sensor_log
10000,119,21.5,44.0,0,1,carton_1,sensor_log
10000,120,21.5,44.0,0,1,carton_1,sensor_log
10000,121,21.5,44.0,0,1,carton_1,sensor_log
10000,122,21.5,44.0,0,1,carton_1,sensor_log
10000,123,21.5,44.0,0,1,carton_1,sensor_log
10000,124,21.5,44.0,0,1,carton_1,sensor_log
10000,125,21.5,44.1,0,1,carton_1,sensor_log
10000,126,21.5,44.1,0,1,carton_1,sensor_log
10000,127,21.5,44.1,0,1,carton_1,sensor_log
10000,128,21.5,44.1,0,1,carton_1,sensor_log
10000,129,21.5,44.1,0,1,carton_1,sensor_log
10000,130,21.5,44.1,0,1,carton_1,sensor_log
10000,131,21.5,44.1,0,1,carton_1,sensor_log
10000,132,21.5,44.2,0,1,carton_1,sensor_log
10000,133,21.5,44.2,0,1,carton_1,sensor_log
10000,134,21.5,44.2,0,1,carton_1,sensor_log
10000,135,21.5,44.2,0,1,carton_1,sensor_log
10000,136,21.4,44.2,0,1,carton_1,sensor_log
10000,137,21.4,44.2,0,1,carton_1,sensor_log
10000,138,21.4,44.2,0,1,carton_1,sensor_log
10000,139,21.4,44.2,0,1,carton_1,sensor_log
10000,140,21.4,44.2,0,1,carton_1,sensor_log
10000,141,21.4,44.2,0,1,carton_1,sensor_log
10000,142,21.4,44.3,0,1,carton_1,sensor_log
10000,143,21.4,44.3,0,1,carton_1,sensor_log
10000,144,21.4,44.3,0,1,carton_1,sensor_log
10000,145,21.4,44.3,0,1,carton_1,sensor_log
10000,146,21.4,44.3,0,1,carton_1,sensor_log
10000,147,21.4,44.3,0,1,carton_1,sensor_log
10000,148,21.4,44.3,0,1,carton_1,sensor_log
10000,149,21.4,44.3,0,1,carton_1,sensor_log
10000,150,21.4,44.3,0,1,carton_1,sensor_log
10000,151,21.4,44.3,0,1,carton_1,sensor_log
10000,152,21.4,44.3,0,1,carton_1,sensor_log
10000,153,21.4,44.3,0,1,carton_1,sensor_log
10000,154,21.4,44.4,0,1,carton_1,sensor_log
10000,155,21.4,44.4,0,1,carton_1,sensor_log
10000,156,21.4,44.4,0,1,carton_1,sensor_log
10000,157,21.4,44.4,0,1,carton_1,sensor_log
10000,158,21.4,44.4,0,1,carton_1,sensor_log
10000,159,21.4,44.4,0,1,carton_1,sensor_log
10000,160,21.4,44.5,0,1,carton_1,sensor_log
10000,161,21.4,44.5,0,1,carton_1,sensor_log
10000,162,21.4,44.5,0,1,carton_1,sensor_log
10000,163,21.4,44.5,0,1,carton_1,sensor_log
10000,164,21.4,44.5,0,1,carton_1,sensor_log
10000,165,21.4,44.5,0,1,carton_1,sensor_log
10000,166,21.4,44.5,0,1,carton_1,sensor_log
10000,167,21.4,44.5,0,1,carton_1,sensor_log
10000,168,21.4,44.5,0,1,carton_1,sensor_log
10000,169,21.4,44.5,0,1,carton_1,sensor_log
10000,170,21.4,44.5,0,1,carton_1,sensor_log
10000,171,21.4,44.5,0,1,carton_1,sensor_log
10000,172,21.4,44.5,0,1,carton_1,sensor_log
10000,173,21.4,44.5,0,1,carton_1,sensor_log
10000,174,21.4,44.5,0,1,carton_1,sensor_log
10000,175,21.4,44.6,0,1,carton_1,sensor_log
10000,176,21.4,44.6,0,1,carton_1,sensor_log
10000,177,21.4,44.6,0,1,carton_1,sensor_log
10000,178,21.4,44.6,0,1,carton_1,sensor_log
10000,179,21.4,44.6,0,1,carton_1,sensor_log
10000,180,21.4,44.6,0,1,carton_1,sensor_log
10000,181,21.4,44.6,0,1,carton_1,sensor_log
10000,182,21.4,44.6,0,1,carton_1,sensor_log
10000,183,21.4,44.6,0,1,carton_1,sensor_log
10000,184,21.4,44.6,0,1,carton_1,sensor_log
10000,185,21.4,44.6,0,1,carton_1,sensor_log
10000,186,21.4,44.6,0,1,carton_1,sensor_log
10000,187,21.4,44.6,0,1,carton_1,sensor_log
10000,188,21.4,44.6,0,1,carton_1,sensor_log
10000,189,21.4,44.6,0,1,carton_1,sensor_log
10000,190,21.4,44.6,0,1,carton_1,sensor_log
10000,191,21.4,44.6,0,1,carton_1,sensor_log
10000,192,21.4,44.6,0,1,carton_1,sensor_log
10000,193,21.4,44.6,0,1,carton_1,sensor_log
10000,194,21.4,44.6,0,1,carton_1,sensor_log
10000,195,21.4,44.6,0,1,carton_1,sensor_log
10000,196,21.4,44.6,0,1,carton_1,sensor_log
10000,197,21.4,44.6,0,1,carton_1,sensor_log
10000,198,21.4,44.6,0,1,carton_1,sensor_log
10000,199,21.3,44.6,0,1,carton_1,sensor_log
10000,200,21.3,44.6,0,1,carton_1,sensor_log
10000,201,21.3,44.6,0,1,carton_1,sensor_log
10000,202,21.3,44.6,0,1,carton_1,sensor_log
10000,203,21.3,44.6,0,1,carton_1,sensor_log
10000,204,21.3,44.6,0,1,carton_1,sensor_log
10000,205,21.3,44.6,0,1,carton_1,sensor_log
10000,206,21.3,44.6,0,1,carton_1,sensor_log
10000,207,21.3,44.7,0,1,carton_1,sensor_log
10000,208,21.3,44.7,0,1,carton_1,sensor_log
10000,209,21.3,44.7,0,1,carton_1,sensor_log
10000,210,21.3,44.7,0,1,carton_1,sensor_log
10000,211,21.3,44.7,0,1,carton_1,sensor_log
10000,212,21.3,44.7,0,1,carton_1,sensor_log
10000,213,21.3,44.7,0,1,carton_1,sensor_log
10000,214,21.3,44.7,0,1,carton_1,sensor_log
10000,215,21.3,44.7,0,1,carton_1,sensor_log
10000,216,21.3,44.7,0,1,carton_1,sensor_log
10000,217,21.3,44.7,0,1,carton_1,sensor_log
10000,218,21.3,44.7,0,1,carton_1,sensor_log
10000,219,21.3,44.8,0,1,carton_1,sensor_log
10000,220,21.3,44.8,0,1,carton_1,sensor_log
10000,221,21.3,44.7,0,1,carton_1,sensor_log
10000,222,21.3,44.7,0,1,carton_1,sensor_log
10000,223,21.3,44.8,0,1,carton_1,sensor_log
10000,224,21.3,44.8,0,1,carton_1,sensor_log
10000,225,21.3,44.8,0,1,carton_1,sensor_log
10000,226,21.3,44.8,0,1,carton_1,sensor_log
10000,227,21.3,44.8,0,1,carton_1,sensor_log
10000,228,21.3,44.8,0,1,carton_1,sensor_log
10000,229,21.3,44.8,0,1,carton_1,sensor_log
10000,230,21.3,44.8,0,1,carton_1,sensor_log
10000,231,21.3,44.8,1,2,carton_1,sensor_log
10000,232,21.3,44.8,1,2,carton_1,sensor_log
10000,233,21.3,44.8,1,2,carton_1,sensor_log
10000,234,21.3,44.8,1,2,carton_1,sensor_log
10000,235,21.3,44.8,1,2,carton_1,sensor_log
10000,236,21.3,44.8,1,2,carton_1,sensor_log
10000,237,21.3,44.8,1,2,carton_1,sensor_log
10000,238,21.3,44.8,1,2,carton_1,sensor_log
10000,239,21.3,44.8,1,2,carton_1,sensor_log
10000,240,21.3,44.8,1,2,carton_1,sensor_log
10000,241,21.3,44.8,1,2,carton_1,sensor_log
10000,242,21.3,44.8,1,2,carton_1,sensor_log
10000,243,21.3,44.8,1,2,carton_1,sensor_log
10000,244,21.3,44.9,1,2,carton_1,sensor_log
10000,245,21.3,44.9,1,2,carton_1,sensor_log
10000,246,21.3,44.9,1,2,carton_1,sensor_log
10000,247,21.3,44.9,1,2,carton_1,sensor_log
10000,248,21.3,44.9,1,2,carton_1,sensor_log
10000,249,21.3,44.9,1,2,carton_1,sensor_log
10000,250,21.3,44.9,1,2,carton_1,sensor_log
10000,251,21.3,44.9,1,2,carton_1,sensor_log
10000,252,21.3,44.9,1,2,carton_1,sensor_log
10000,253,21.3,44.9,1,2,carton_1,sensor_log
10000,254,21.3,44.9,1,2,carton_1,sensor_log
10000,255,21.3,44.9,1,2,carton_1,sensor_log
10000,256,21.3,44.9,1,2,carton_1,sensor_log
10000,257,21.3,44.9,1,2,carton_1,sensor_log
10000,258,21.3,44.9,1,2,carton_1,sensor_log
10000,259,21.3,44.9,1,2,carton_1,sensor_log
10000,260,21.3,44.9,1,2,carton_1,sensor_log
10000,261,21.3,44.9,1,2,carton_1,sensor_log
10000,262,21.3,44.9,1,2,carton_1,sensor_log
10000,263,21.3,44.9,1,2,carton_1,sensor_log
10000,264,21.3,44.9,1,2,carton_1,sensor_log
10000,265,21.3,44.9,1,2,carton_1,sensor_log
10000,266,21.3,45.0,1,2,carton_1,sensor_log
10000,267,21.3,45.0,1,2,carton_1,sensor_log
10000,268,21.3,45.0,1,2,carton_1,sensor_log
10000,269,21.3,45.0,1,2,carton_1,sensor_log
10000,270,21.3,45.0,1,2,carton_1,sensor_log
10000,271,21.3,45.0,1,2,carton_1,sensor_log
10000,272,21.3,45.0,1,2,carton_1,sensor_log
10000,273,21.3,45.0,1,2,carton_1,sensor_log
10000,274,21.2,44.9,1,2,carton_1,sensor_log
10000,275,21.2,44.9,1,2,carton_1,sensor_log
10000,276,21.3,45.0,1,2,carton_1,sensor_log
10000,277,21.3,45.0,1,2,carton_1,sensor_log
10000,278,21.3,45.0,1,2,carton_1,sensor_log
10000,279,21.3,45.0,1,2,carton_1,sensor_log
10000,280,21.3,45.0,1,2,carton_1,sensor_log
10000,281,21.3,45.0,1,2,carton_1,sensor_log
10000,282,21.2,45.0,1,2,carton_1,sensor_log
10000,283,21.2,45.0,1,2,carton_1,sensor_log
10000,284,21.3,45.0,1,2,carton_1,sensor_log
10000,285,21.3,45.0,1,2,carton_1,sensor_log
10000,286,21.2,45.0,1,2,carton_1,sensor_log
10000,287,21.2,45.0,1,2,carton_1,sensor_log
10000,288,21.3,45.0,1,2,carton_1,sensor_log
10000,289,21.3,45.0,1,2,carton_1,sensor_log
10000,290,21.3,45.1,1,2,carton_1,sensor_log
10000,291,21.3,45.1,1,2,carton_1,sensor_log
10000,292,21.3,45.1,1,2,carton_1,sensor_log
10000,293,21.3,45.1,1,2,carton_1,sensor_log
10000,294,21.3,45.1,1,2,carton_1,sensor_log
10000,295,21.2,45.0,1,2,carton_1,sensor_log
10000,296,21.2,45.0,1,2,carton_1,sensor_log
10000,297,21.2,45.0,1,2,carton_1,sensor_log
10000,298,21.2,45.0,1,2,carton_1,sensor_log
10000,299,21.2,45.0,1,2,carton_1,sensor_log
10000,300,21.2,45.0,1,2,carton_1,sensor_log
10000,301,21.2,45.1,1,2,carton_1,sensor_log
10000,302,21.2,45.1,1,2,carton_1,sensor_log
10000,303,21.2,45.1,1,2,carton_1,sensor_log
10000,304,21.2,45.1,1,2,carton_1,sensor_log
10000,305,21.2,45.1,1,2,carton_1,sensor_log
10000,306,21.2,45.1,1,2,carton_1,sensor_log
10000,307,21.2,45.1,1,2,carton_1,sensor_log
10000,308,21.2,45.1,1,2,carton_1,sensor_log
10000,309,21.2,45.1,1,2,carton_1,sensor_log
10000,310,21.2,45.1,1,2,carton_1,sensor_log
10000,311,21.3,45.1,1,2,carton_1,sensor_log
10000,312,21.3,45.1,1,2,carton_1,sensor_log
10000,313,21.2,45.1,1,2,carton_1,sensor_log
10000,314,21.2,45.1,1,2,carton_1,sensor_log
10000,315,21.2,45.1,1,2,carton_1,sensor_log
10000,316,21.2,45.1,1,2,carton_1,sensor_log
10000,317,21.2,45.1,1,2,carton_1,sensor_log
10000,318,21.2,45.1,1,2,carton_1,sensor_log
10000,319,21.2,45.1,1,2,carton_1,sensor_log
10000,320,21.2,45.1,1,2,carton_1,sensor_log
10000,321,21.3,45.1,1,2,carton_1,sensor_log
10000,322,21.3,45.1,1,2,carton_1,sensor_log
10000,323,21.2,45.1,1,2,carton_1,sensor_log
10000,324,21.2,45.1,1,2,carton_1,sensor_log
10000,325,21.2,45.1,1,2,carton_1,sensor_log
10000,326,21.2,45.1,1,2,carton_1,sensor_log
10000,327,21.2,45.1,1,2,carton_1,sensor_log
10000,328,21.2,45.1,1,2,carton_1,sensor_log
10000,329,21.2,45.1,1,2,carton_1,sensor_log
10001,0,24.2,61.5,0,0,carton_2,sensor_log
10001,1,24.2,61.5,0,0,carton_2,sensor_log
10001,2,24.2,61.9,0,0,carton_2,sensor_log
10001,3,24.2,61.9,0,0,carton_2,sensor_log
10001,4,24.2,62.0,0,0,carton_2,sensor_log
10001,5,24.2,62.0,0,0,carton_2,sensor_log
10001,6,24.2,62.1,0,0,carton_2,sensor_log
10001,7,24.2,62.1,0,0,carton_2,sensor_log
10001,8,24.2,62.0,0,0,carton_2,sensor_log
10001,9,24.2,62.0,0,0,carton_2,sensor_log
10001,10,24.2,61.9,0,0,carton_2,sensor_log
10001,11,24.2,61.9,0,0,carton_2,sensor_log
10001,12,24.2,61.8,0,0,carton_2,sensor_log
10001,13,24.2,61.8,0,0,carton_2,sensor_log
10001,14,24.2,61.7,0,0,carton_2,sensor_log
10001,15,24.2,61.6,0,0,carton_2,sensor_log
10001,16,24.2,61.5,0,0,carton_2,sensor_log
10001,17,24.2,61.4,0,0,carton_2,sensor_log
10001,18,24.2,61.3,0,0,carton_2,sensor_log
10001,19,24.2,61.3,0,0,carton_2,sensor_log
10001,20,24.2,61.3,0,0,carton_2,sensor_log
10001,21,24.2,61.3,0,0,carton_2,sensor_log
10001,22,24.2,61.3,0,0,carton_2,sensor_log
10001,23,24.2,61.2,0,0,carton_2,sensor_log
10001,24,24.2,61.2,0,0,carton_2,sensor_log
10001,25,24.2,61.1,0,0,carton_2,sensor_log
10001,26,24.2,61.1,0,0,carton_2,sensor_log
10001,27,24.2,61.1,0,0,carton_2,sensor_log
10001,28,24.2,61.1,0,0,carton_2,sensor_log
10001,29,24.3,61.1,0,0,carton_2,sensor_log
10001,30,24.3,61.1,0,0,carton_2,sensor_log
10001,31,24.3,61.1,0,0,carton_2,sensor_log
10001,32,24.3,61.1,0,0,carton_2,sensor_log
10001,33,24.2,61.0,0,0,carton_2,sensor_log
10001,34,24.2,61.0,0,0,carton_2,sensor_log
10001,35,24.3,61.0,0,0,carton_2,sensor_log
10001,36,24.3,61.0,0,0,carton_2,sensor_log
10001,37,24.3,61.0,0,0,carton_2,sensor_log
10001,38,24.3,61.0,0,0,carton_2,sensor_log
10001,39,24.2,60.9,0,0,carton_2,sensor_log
10001,40,24.2,60.9,0,0,carton_2,sensor_log
10001,41,24.3,60.9,0,0,carton_2,sensor_log
10001,42,24.3,60.9,0,0,carton_2,sensor_log
10001,43,24.3,60.9,0,0,carton_2,sensor_log
10001,44,24.3,60.9,0,0,carton_2,sensor_log
10001,45,24.3,60.9,0,0,carton_2,sensor_log
10001,46,24.3,60.9,0,0,carton_2,sensor_log
10001,47,24.3,60.9,0,0,carton_2,sensor_log
10001,48,24.3,60.9,0,0,carton_2,sensor_log
10001,49,24.3,60.9,0,0,carton_2,sensor_log
10001,50,24.3,60.8,0,0,carton_2,sensor_log
10001,51,24.3,60.8,0,0,carton_2,sensor_log
10001,52,24.3,60.8,0,0,carton_2,sensor_log
10001,53,24.3,60.8,0,0,carton_2,sensor_log
10001,54,24.3,60.7,0,0,carton_2,sensor_log
10001,55,24.3,60.7,0,0,carton_2,sensor_log
10001,56,24.3,60.7,0,0,carton_2,sensor_log
10001,57,24.3,60.7,0,0,carton_2,sensor_log
10001,58,24.3,60.7,0,0,carton_2,sensor_log
10001,59,24.3,60.7,0,0,carton_2,sensor_log
10001,60,24.3,60.7,0,0,carton_2,sensor_log
10001,61,24.3,60.7,0,0,carton_2,sensor_log
10001,62,24.3,60.7,0,0,carton_2,sensor_log
10001,63,24.3,60.7,0,0,carton_2,sensor_log
10001,64,24.3,60.6,0,0,carton_2,sensor_log
10001,65,24.3,60.6,0,0,carton_2,sensor_log
10001,66,24.3,60.6,0,0,carton_2,sensor_log
10001,67,24.3,60.6,0,0,carton_2,sensor_log
10001,68,24.3,60.6,0,0,carton_2,sensor_log
10001,69,24.2,60.5,0,0,carton_2,sensor_log
10001,70,24.2,60.5,0,0,carton_2,sensor_log
10001,71,24.2,60.5,0,0,carton_2,sensor_log
10001,72,24.2,60.5,0,0,carton_2,sensor_log
10001,73,24.2,60.5,0,0,carton_2,sensor_log
10001,74,24.2,60.5,0,0,carton_2,sensor_log
10001,75,24.3,60.6,0,0,carton_2,sensor_log
10001,76,24.3,60.6,0,0,carton_2,sensor_log
10001,77,24.2,60.5,0,0,carton_2,sensor_log
10001,78,24.2,60.5,0,0,carton_2,sensor_log
10001,79,24.2,60.5,0,0,carton_2,sensor_log
10001,80,24.2,60.5,0,0,carton_2,sensor_log
10001,81,24.2,60.5,0,0,carton_2,sensor_log
10001,82,24.2,60.5,0,0,carton_2,sensor_log
10001,83,24.2,60.6,0,0,carton_2,sensor_log
10001,84,24.2,60.6,0,0,carton_2,sensor_log
10001,85,24.2,60.6,0,0,carton_2,sensor_log
10001,86,24.2,60.6,0,0,carton_2,sensor_log
10001,87,24.2,60.6,0,0,carton_2,sensor_log
10001,88,24.2,60.6,0,0,carton_2,sensor_log
10001,89,24.2,60.6,0,0,carton_2,sensor_log
10001,90,24.2,60.6,0,0,carton_2,sensor_log
10001,91,24.2,60.6,0,1,carton_2,sensor_log
10001,92,24.2,60.6,0,1,carton_2,sensor_log
10001,93,24.2,60.8,0,1,carton_2,sensor_log
10001,94,24.2,60.8,0,1,carton_2,sensor_log
10001,95,24.2,61.0,0,1,carton_2,sensor_log
10001,96,24.2,61.0,0,1,carton_2,sensor_log
10001,97,24.2,61.1,0,1,carton_2,sensor_log
10001,98,24.2,61.1,0,1,carton_2,sensor_log
10001,99,24.2,61.2,0,1,carton_2,sensor_log
10001,100,24.2,61.2,0,1,carton_2,sensor_log
10001,101,24.2,61.3,0,1,carton_2,sensor_log
10001,102,24.2,61.3,0,1,carton_2,sensor_log
10001,103,24.2,61.3,0,1,carton_2,sensor_log
10001,104,24.2,61.3,0,1,carton_2,sensor_log
10001,105,24.3,61.3,0,1,carton_2,sensor_log
10001,106,24.3,61.3,0,1,carton_2,sensor_log
10001,107,24.2,61.2,0,1,carton_2,sensor_log
10001,108,24.2,61.2,0,1,carton_2,sensor_log
10001,109,24.3,61.2,0,1,carton_2,sensor_log
10001,110,24.3,61.3,0,1,carton_2,sensor_log
10001,111,24.3,61.3,0,1,carton_2,sensor_log
10001,112,24.2,61.3,0,1,carton_2,sensor_log
10001,113,24.2,61.3,0,1,carton_2,sensor_log
10001,114,24.2,61.3,0,1,carton_2,sensor_log
10001,115,24.2,61.3,0,1,carton_2,sensor_log
10001,116,24.2,61.4,0,1,carton_2,sensor_log
10001,117,24.2,61.4,0,1,carton_2,sensor_log
10001,118,24.3,61.4,0,1,carton_2,sensor_log
10001,119,24.3,61.4,0,1,carton_2,sensor_log
10001,120,24.3,61.4,0,1,carton_2,sensor_log
10001,121,24.3,61.4,0,1,carton_2,sensor_log
10001,122,24.3,61.4,0,1,carton_2,sensor_log
10001,123,24.3,61.4,0,1,carton_2,sensor_log
10001,124,24.3,61.4,0,1,carton_2,sensor_log
10001,125,24.3,61.4,0,1,carton_2,sensor_log
10001,126,24.3,61.4,0,1,carton_2,sensor_log
10001,127,24.3,61.4,0,1,carton_2,sensor_log
10001,128,24.3,61.5,0,1,carton_2,sensor_log
10001,129,24.3,61.5,0,1,carton_2,sensor_log
10001,130,24.3,61.5,0,1,carton_2,sensor_log
10001,131,24.3,61.5,0,1,carton_2,sensor_log
10001,132,24.3,61.5,0,1,carton_2,sensor_log
10001,133,24.3,61.5,0,1,carton_2,sensor_log
10001,134,24.3,61.5,0,1,carton_2,sensor_log
10001,135,24.3,61.5,0,1,carton_2,sensor_log
10001,136,24.3,61.5,0,1,carton_2,sensor_log
10001,137,24.3,61.5,0,1,carton_2,sensor_log
10001,138,24.3,61.5,0,1,carton_2,sensor_log
10001,139,24.3,61.5,0,1,carton_2,sensor_log
10001,140,24.3,61.4,0,1,carton_2,sensor_log
10001,141,24.3,61.4,0,1,carton_2,sensor_log
10001,142,24.3,61.5,0,1,carton_2,sensor_log
10001,143,24.3,61.5,0,1,carton_2,sensor_log
10001,144,24.3,61.5,0,1,carton_2,sensor_log
10001,145,24.3,61.5,0,1,carton_2,sensor_log
10001,146,24.3,61.4,0,1,carton_2,sensor_log
10001,147,24.3,61.4,0,1,carton_2,sensor_log
10001,148,24.3,61.4,0,1,carton_2,sensor_log
10001,149,24.3,61.4,0,1,carton_2,sensor_log
10001,150,24.3,61.4,0,1,carton_2,sensor_log
10001,151,24.3,61.4,0,1,carton_2,sensor_log
10001,152,24.3,61.4,0,1,carton_2,sensor_log
10001,153,24.4,61.4,0,1,carton_2,sensor_log
10001,154,24.4,61.4,0,1,carton_2,sensor_log
10001,155,24.4,61.4,0,1,carton_2,sensor_log
10001,156,24.4,61.4,0,1,carton_2,sensor_log
10001,157,24.4,61.4,0,1,carton_2,sensor_log
10001,158,24.4,61.4,0,1,carton_2,sensor_log
10001,159,24.4,61.4,0,1,carton_2,sensor_log
10001,160,24.4,61.4,0,1,carton_2,sensor_log
10001,161,24.4,61.3,0,1,carton_2,sensor_log
10001,162,24.4,61.3,0,1,carton_2,sensor_log
10001,163,24.4,61.3,0,1,carton_2,sensor_log
10001,164,24.4,61.3,0,1,carton_2,sensor_log
10001,165,24.4,61.3,0,1,carton_2,sensor_log
10001,166,24.4,61.3,0,1,carton_2,sensor_log
